"C3N.01799"	"C3L.01890"	"C3N.00572"	"C3N.02423"	"C3N.02729"	"C3L.00263"	"C3N.01410"	"C3N.00578"	"C3N.02587"	"C3L.00893"	"C3N.01488"	"C3N.01413"	"C3N.01030"	"C3N.02588"	"C3N.00552"	"C3L.01889"	"C3N.00169"	"C3L.00422"	"C3L.00083"	"C3N.00551"	"C3N.01842"	"C3N.02089"	"C3L.01682"	"C3N.01016"	"C3N.00580"	"C3N.02000"	"C3N.01489"	"C3N.00737"	"C3N.01405"	"C3N.01416"	"C3N.02149"	"C3N.02424"	"C3L.00279"	"C3N.02379"	"C3L.00095"	"C3N.00559"	"C3N.02572"	"C3N.00545"	"C3L.02345"	"C3L.00510"	"C3L.00093"	"C3L.00913"	"C3L.00412"	"C3N.01415"	"C3N.00549"	"C3N.02433"	"C3N.01021"	"C3L.01330"	"C3N.00203"	"C3N.00574"	"C3N.01071"	"C3N.00550"	"C3N.00167"	"C3L.00001"	"C3N.01074"	"C3L.01632"	"C3N.02155"	"C3N.00217"	"C3N.02002"	"C3N.02145"	"C3L.02219"	"C3N.02586"	"C3N.00180"	"C3L.01862"	"C3N.00704"	"C3N.02158"	"C3N.02421"	"C3N.00556"	"C3N.00294"	"C3N.01072"	"C3L.00094"	"C3L.00144"	"C3N.00223"	"C3N.02380"	"C3L.01924"	"C3N.00433"	"C3L.01683"	"C3N.00293"	"C3L.00009"	"C3N.00546"	"C3N.01414"	"C3N.02087"	"C3L.00140"	"C3N.02529"	"C3L.00368"	"C3N.02067"	"C3N.02422"	"C3L.00080"	"C3N.00547"	"C3N.01023"	"C3N.01024"	"C3L.00973"	"C3L.02348"	"C3L.02508"	"C3N.00560"	"C3L.00604"	"C3N.00199"	"C3N.00579"	"C3N.02582"	"C3L.02350"	"C3N.00738"	"C3N.00959"	"C3N.02003"	"C3N.00175"	"C3N.01823"	"C3L.02549"	"C3L.02365"
"hsa-mir-6779"	0	0	0.108268	0	0	0	0.099779	0	0	0	0	0.3366	0.246503	0	0.200245	0	0	0	0	0.172259	0	0.309969	0	0.157812	0.100462	0.160535	0.162942	0	0.332846	0.129164	0.412355	0	0.105047	0	0.242869	0.101557	0	0	0.133381	0	0	0	0.834494	0	0	0.234558	0	0	0.419958	0	0	0.160474	0	0.774727	0	0	0	0	0	0.203749	0.326839	0	0.230974	0	0	0.086383	0	0	0	0	0.232075	0	0.068057	0	0.218921	0.091929	0.090037	0	0.124842	0	0	0	0	0.347233	0	0	0.138567	0	0	0	0	0.278163	0.095402	0	0	0.062827	0.127873	0	0.199967	0	0	1.425572	0	0	0	0.166493	0.102931
"hsa-mir-6780a"	0.269141	0	0	0.277673	0.098207	0	0	0.23272	0	0.603635	0	0	0.246503	0.203805	0	0	0	0	0	0	0.487799	0	0.238191	0	0	0	0.488825	0	0.499269	0.129164	0	0.529215	0	0.48589	0	0.203115	0.095637	0	0.133381	0.23253	0	0	0	0	0.314932	0	0	0.548598	0.139986	0	0.703042	0	0	0	0.225244	0.357481	0	0	0.263016	0	0.326839	0	0	0	0.100299	0.172765	0	0.375207	0	0	0.232075	0	0.068057	0.280787	0.10946	0.091929	0	0	0	0	0.088466	0.569344	0	0.347233	0	0	0.069283	0	0	0	0	0	0.095402	0.137883	0.269605	0	0	0.317066	0	0.568487	0.123189	0	0.15029	0	0.130239	0.166493	0.308794
"hsa-mir-6780b"	0	0	0.433071	0.092558	0.098207	0.228277	0	0.11636	0.314755	0	0	0.1683	0	0.203805	0.200245	0	0.110099	0	0	0.689036	0	0.464953	0.238191	0.315625	0.200923	0.080267	0	0	0	0	0.274903	0	0.63028	0	0.242869	0.406229	0	0	0	0	0.166476	0	0	0	0	0	0.350305	0.438878	0	0	0.175761	0	0.636079	0.193682	0.225244	0	0.332058	0	0	0	0.108946	0	0.115487	0	0.200598	0.431914	0	0.750414	0	0	0	0	0	0.280787	0.328381	0	0.360148	0	0	0	0	0	0	0.115744	0	0	0.346417	0.087018	0	0.473691	0	0	0	0.206824	0.269605	0.062827	0	0.528444	0.699885	0.189496	0	0	0	0	0.260478	0.499478	0.205863
"hsa-mir-6781"	0	0	0.324803	0	0.29462	0	0.498896	0.23272	0	0.402423	0	0.841501	0	0	0.200245	0	0	0.08988	0	0	0.12195	0.309969	0.119095	0.946875	0	0.160535	0	0	0	0.258328	0	0	0.210093	0	0.728607	0	0	0.367906	0	0.310041	0.083238	0.209355	0	0.15034	0	0	0	0.10972	0	0	1.933366	0	0.454342	0	0	0	0.830144	0	0.526032	0.101875	0	0	0.461948	0	0	0.345531	0.205806	0	0	0	0	0.123643	0.136114	0.467979	0	0	0	0	0	0	0.088466	0	0	0.115744	0	0.085168	0.138567	0.348073	0	0	0	0	0.190804	0	0	0	0.255746	0.211378	0.099984	0.094748	0.246377	0	0	0.104596	0.130239	0.499478	0.102931
"hsa-mir-6782"	0.179427	0	0	0	0	0	0	0	0	0	0	0	0	0.305708	0	0	0.110099	0	0.148823	0.172259	0.12195	0.309969	0.119095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07751	0	0	0	0.15034	0	0.078186	0.350305	0	0	0	0.175761	0	0	0	0	0	0.498087	0	0	0.305624	0	0	0.115487	0	0	0.172765	0.102903	0	0	0	0	0.247286	0.068057	0.374383	0	0	0	0	0.124842	0.904785	0	0.142336	0	0	0	0	0.415701	1.044218	0	0	0	0	0.286206	0	0	0	0	0	0	0	0.123189	0	0	0	0	0.332985	0
"hsa-mir-6783"	0	0	0.324803	0	0	0.152185	0.099779	0	0	0	0	0.1683	0	0.611416	0	0	0.550495	0	0.148823	0.344518	0	1.08489	0.119095	0.315625	1.004616	0.481604	0.325883	0.540186	0	0.129164	0.687258	0	0	0.121472	0.121435	0	0	0.551859	0.266762	0.23253	0.249713	0	0	0	0.157466	0	0.116768	0.10972	0	0	1.230324	0.481421	0.454342	0.193682	0.225244	0	0.664116	0	0	0	0	0	0.346461	0	0	0.259148	0.102903	0	0.327238	0	0.348112	0.618214	0.136114	0	0.10946	0	0	0	0	0	0	0.996353	0	0.578722	0	0	0.277134	0.261054	0.144596	0	0.558353	0	0	0	0.269605	0.18848	0.511491	0.105689	1.299787	0	0	0	0.15029	0.209192	0	0.332985	0.411726
"hsa-mir-6784"	0.179427	0	0	0	0.29462	0	0	0.11636	0.209837	0	0	0	0	0	0	0	0	0	0.297645	0	0	0.464953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.001393	0	0.472398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232075	0	0.136114	0	0	0	0.090037	0	0	0	0	0	0	0	0	0.085168	0.20785	0.087018	0	0	0	0	0	0	0	0.062827	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-6785"	0.089714	0	0	0	0	0.152185	0.199559	0	0	0	0.097456	0.08415	0	0	0	0	0	0	0	0	0	0.154984	0	0	0	0	0	0	0	0	0	0	0.105047	0	0.121435	0	0	0	0	0	0.249713	0	0	0	0	0	0	0.10972	0	0	0	0	0.363474	0	0.225244	0	0.166029	0	0	0	0.544731	0	0	0	0	0	0.102903	0	0	0	0	0.494571	0	0	0	0	0	0.110061	0.249683	0	0.442329	0	0	0	0	0.085168	0	0.087018	0	0	0	0	0.095402	0.620471	0	0.125653	0.127873	0	0.199967	0	0	0.30548	0	0.209192	0.520956	0	0
"hsa-mir-6786"	0.179427	0	0.324803	0.370231	0.589239	0	0.698455	0	0.419673	0.603635	0.097456	0.3366	1.725519	0.101903	0	0.212782	0.770693	1.168443	0.59529	0.516777	0.975599	3.56464	0.357286	0.315625	1.004616	0.722406	0.488825	0.135046	0.332846	0.387491	0.137452	0.176405	0.31514	0.364417	1.821518	0.304672	0.382546	0	0	0.542571	0.665902	0.41871	1.335191	0.15034	0.78733	0.547301	0.700609	1.316635	0.979902	0.586525	1.406085	0.481421	3.271263	0.193682	1.351463	0	1.162202	0.908638	1.490425	0.305624	0	0.154316	0.115487	0	0.100299	0.431914	0.411613	0	0.327238	0	0.348112	0.618214	0.272228	0	0.328381	0.919286	0.090037	0.110061	0.998733	0	0.088466	0.142336	0.930636	0.462978	0	0.511006	0.415701	0.087018	0.578385	0	0.186118	1.529898	0.095402	0.413648	0.134802	0.879573	0.127873	0.317066	0.199967	0.473739	0	0.407306	1.352613	0.52298	0.260478	0.665971	0.411726
"hsa-mir-6787"	0.179427	0	0.108268	0	0.29462	0	0.299338	0	0	0	0.097456	0.08415	0	0	0	0	0	0.08988	0	0.344518	0.12195	0.309969	0	0	0.200923	0	0	0.540186	0.832115	0	0	0	0.525233	0.121472	0.485738	0.101557	0	0	0	0.775102	0	0.41871	0	0	0.157466	0	0	0	0	0	0	0	0.090868	0.193682	0.225244	1.251184	0.166029	0	0	0	0	0.154316	0.461948	0	0.100299	0.259148	0	0.250138	0	0.122579	0.116037	0	0	0.093596	0	0	0.270111	0	0.873891	0	0	0	0.531792	0	0	0	0.20785	0.348073	0	0	0	0.417245	0.190804	0	0	0.062827	0	0	0.099984	0	0	0	0.601162	0	0	0.499478	0.205863
"hsa-mir-6788"	0.358855	3.567586	0.757874	0.092558	0	0.532646	0.798234	0	0.314755	0	0.194913	0.25245	0	0	0	0.638347	0.110099	0.17976	0.744113	0	0.2439	0.154984	1.310049	1.578124	0	0.481604	0.162942	0.540186	0	0.129164	0.687258	0	0.31514	0	2.428691	0.406229	0	1.287672	0	0.930122	0	0.41871	0.166899	0.15034	0	0.312743	1.167682	1.536074	0	0	0	0	0.636079	0	0	0	0.166029	0	0.613704	0.509373	0	0.154316	0	0	0.200598	0.604679	0.102903	0.125069	0	0	0.464149	1.236428	0	0.374383	0.656762	0.091929	0.810334	0.330182	0.624208	0	0	0.427008	0.66474	0	1.054102	0.681342	0	0.087018	0	0.157897	0	0.139082	0.47701	0.965178	0.269605	0	0.383618	0.105689	0.099984	0.568487	1.231885	1.018266	0.15029	0	0.130239	0	0.205863
"hsa-mir-6789"	0	0	0	0	0	0.228277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.619937	0	0	0	0	0	0	0	0	0.137452	0	0.105047	0	0.850042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.498087	0	0	0	0	0	0	0	0	0.172765	0	0	0.818095	0	0	0.370929	0	0	0.218921	0	0	0	0	0	0	0	0	0	0	0.255503	0	0.348073	0	0	0.186118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-6790"	0	0	0	0.092558	0.196413	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148823	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176931	0	0	0	0.922339	0	0	0	0	0	0	0	0	0	0	0	0.127873	0	0	0	0	0	0	0	0	0.499478	0
"hsa-mir-6791"	0.358855	0	0.866142	0.092558	0.098207	0.152185	0.498896	0.11636	0.524592	0.100606	0	0	0	0	0.200245	0	0	0.539281	0	0.689036	0	0.774922	0	0.157812	0.301385	0.160535	0	0.405139	0	0.645819	0	0	0.31514	0.242945	0.364304	0.101557	0.382546	0.183953	0.400144	0.930122	0.499427	0.209355	0	0	0.472398	0	0.583841	1.097196	0	0	0.703042	1.604736	0	0	0.225244	0	0.166029	0	0.526032	0	0	0.308631	0	0.611279	0.100299	0.086383	0.102903	0	0	0.612897	0.464149	0	0	0.280787	1.094603	1.287001	0	0	0.499366	0.51702	0.530794	0	0	0	0.263526	0.255503	0	0.261054	0.144596	0	0.186118	0	0.190804	0.137883	0.134802	0.502613	0.127873	0.211378	0.299951	0	0.123189	0	0	0.104596	0.130239	0	0.205863
"hsa-mir-6792"	0	0	0.324803	0	0.491033	0	0	0	0.209837	0.301817	0	0	0.246503	0	0	0	0	0.08988	0	0	0	1.394859	0.595477	0	0.703231	0.080267	0.325883	0	0	0	0	0	0.210093	0.121472	0	0.304672	0.191273	0.183953	0	0.15502	0	0	0.166899	0	0	0.078186	0.233536	1.097196	0	0	0	0.802368	0	0.968409	0	0	0.498087	0	1.052065	0.713122	1.416301	0.308631	0	0	0	0.95021	0.102903	0.125069	0.654476	0	0.116037	0	0.068057	0	0.10946	0	0	0	0.124842	0	0.707726	0.284672	0	0	0	0.170335	0	0	0	0	0	0	0.095402	0.068941	0	0.18848	0.767237	0	0	0.378991	0	0.712786	0	0.313788	0	0.166493	0.102931
"hsa-mir-6793"	0.089714	0	0.649607	0	0.491033	0.152185	0	0.23272	0	0	0.292369	0.08415	0.123251	0	0.200245	0	0	0.08988	0	0.172259	0	0	0	0	0.100462	0.321069	0.162942	0.405139	0	0.129164	0	0.35281	0.105047	0.242945	0.607173	0	0.191273	0	0	0.15502	0.249713	0.209355	0.333798	0	0.314932	0.078186	0.233536	0.10972	0	0	0	0.802368	0.090868	0	0.225244	0	0.166029	0.605759	0.263016	0	0.108946	0.231474	0.115487	0	0	0.431914	0	0	0.327238	0	0	0.123643	0.204171	0.374383	0.437841	0	0.180074	0	0.124842	0	0.176931	0	0.132948	0	0	0.255503	0.069283	0	0	0	0.558353	0	0.190804	0.206824	0.269605	0.18848	0.383618	0.528444	0.399934	0.473739	0.246377	0.916439	0	0.209192	0.130239	0.499478	0
"hsa-mir-6794"	0	0	0	0	0	0	0	0	0	0	0.194913	0.08415	0	0.407611	0	0	0	0	0	0	0	0	0	0	0	0	0.162942	0	0	0.129164	0	0	0	0	0	0	0.095637	0	0	0	0.083238	0	0	0	0	0	0	0	0	0	0.175761	0	0	0	0	0	0.166029	0	0	0.203749	0	0	0.346461	0	0	0	0	0	0	0	0	0	0	0	0	0.091929	0	0.110061	0	0	0	0	0	0	0.527051	0	0	0.609127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209192	0	0	0
"hsa-mir-6795"	0.089714	0	0.324803	0.092558	0	0	0	0.23272	0.209837	0.100606	0.097456	0	0	0.203805	0	0	0	0	0.297645	0	0	0	0	0	0.301385	0.080267	0.162942	0.135046	0	0.387491	0	0	0	0	0	0	0	0	0	0	0.249713	0	1.168292	0	0	0.156372	0	0	0	0	0	0	0	0	0	0	0.166029	0	0	0	0.108946	0.154316	0	0	0.501496	0.172765	0.102903	0.125069	0	0	0	0	0	0	0	0	0	0	0	0	0	0.284672	0	0	0.790577	0.255503	0.069283	0.348073	0	0	0.74447	0	0	0	0	0	0.127873	0.422755	0	0	0	0	0	0	0.260478	0	0.823452
"hsa-mir-6796"	0	0	0	0.277673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36585	0	0	0	0	0	0	0	0	0	0	0	0	0	0.242869	0	0	0	0	0	0	0	0	0	0.157466	0	0	0	0	0	0	0	0.363474	0	0	0	0	0	0.350688	0	0	0	0	0	0.401197	0.172765	0	0	0	0	0.116037	0	0.408341	0	0	0.275786	0	0	0.249683	0	0	0	0.265896	0	0	0	0	0.087018	0	0	0	0	0	0	0	0.251307	0	0	0	0	0	0	0	0.104596	0	0	0
"hsa-mir-6797"	0	0	0	0.185116	0	0	0	0.11636	0	0	0	0.1683	0	0.101903	0.200245	0	0	0.269641	0.148823	0	0.609749	0.309969	0	0	0.703231	0	0	0.135046	0	0	0.137452	0.529215	0	0	0	0.406229	0	0	0	0	0	0.209355	0.500696	0	0.157466	0	0.116768	0	0	0	0	0.160474	0.090868	0	0.675732	0	0.498087	0	0.087672	0	0	0	0.115487	0	0	0.172765	0	0	0	0	0.464149	0	0.068057	0	0.10946	0.091929	0	0.330182	0	0	0	0	0	0	0	0.425838	0	0	1.301366	0	0	0.139082	0	0.206824	0	0	0.127873	0.422755	0.199967	0	0	0.203653	0	0	0	0	0.205863
"hsa-mir-6798"	0	0	0	0	0.098207	0	0	0.34908	0	0	0	0.08415	0	0.203805	0	0	0.110099	0	0	0.516777	0.36585	0.619937	0	0	0	0	0	0	0	0	0	0	0.105047	0	0	0	0.095637	0.367906	0	0.07751	0.166476	0.209355	0.333798	0	0.157466	0.156372	0.116768	0.548598	0	0	0.878803	0	0	0	0.450488	0	0	0	0.087672	0	0.108946	0	0.461948	0	0	0.086383	0	0	0	0	0.116037	0.370929	0.204171	0.093596	0	0.183857	0	0	0.249683	0	0	0.142336	0.66474	0.115744	0	0.766509	0	0	0.289193	0	0	0	0.095402	0	0	0.75392	0.127873	0.105689	0.199967	0	0	0	0.15029	0	0	0.166493	0.205863
"hsa-mir-6799"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154984	0	0	0	0.160535	0	0	0	0.258328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160474	0.181737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124842	0	0	0	0	0	0	0	0	0	0	0	0	0.278163	0	0	0	0	0	0	0.199967	0	0.492754	0	0	0	0	0	0
"hsa-mir-6800"	0.089714	0	0.108268	0	0	0	0.299338	0	0	0	0	0	0	0	1.001223	0	0	0	0	0	0.12195	0.309969	0	0	0.401846	0	0	0.135046	0.166423	0.129164	0	0	0.525233	0	0	0	0.095637	0	0.133381	0	0.083238	0	0.333798	0	0	0	0	0.768037	0	0	0	0	0	0	0.225244	0	0.166029	0	0.087672	0	0.217892	0	0.230974	0.122256	0	0.345531	0	0	0.163619	0	0	0	0	0	0	0.275786	0	0	0	0	0	0	0	0	0.922339	0	0	0	0	0	0	0.139082	0	0	0.269605	0.251307	0	0.317066	0	0	0	0	0	0	0	0	0.102931
"hsa-mir-6801"	0.448569	0	0	0.092558	0	0	0	0	0	0	0	0.08415	0.616257	0	0	0	0	0.08988	0	0	0	0.309969	0.238191	0.157812	0	0.080267	0	0	0	0	0	0	0.420186	0	0	0.101557	0	0	0	0.310041	0	0	0.500696	0.45102	0	0	0	0	0	0	0	0.802368	0	0	0	0	0	0	0	0.101875	0	0	0	0	0.300897	0.086383	0	0	0	0	0.232075	0.370929	0	0.093596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125653	0	0	0.099984	0.189496	0	0	0	0	0	0	0.102931
"hsa-mir-6802"	0.358855	0	0.108268	0.092558	0	0.380462	0.698455	0	0	0.603635	0.097456	0.25245	0	0.917125	0.400489	0	0.110099	0	0.148823	0	0.12195	0.464953	0.595477	0.473437	0.200923	0	0	0.945325	0.832115	0	0	0.882026	0.31514	0.121472	0.121435	0	0	0.183953	0.800287	0.15502	0.249713	0.209355	0.333798	0.15034	0.157466	0	0.233536	0.768037	1.259874	0	0	0	0.636079	0.581046	0	0	0.332058	0	0.876721	0	0.326839	0.385789	0.115487	2.93414	0	0.345531	0.205806	0	0	0	0	0.494571	0.340285	0.561574	0	0.367714	0.090037	0.770424	0.499366	0	0	0.427008	0	0.347233	0.658814	1.10718	0.346417	0.783163	0.144596	0	0	0.417245	0.190804	0.068941	0.674012	0.125653	0.639364	0.422755	0.199967	0.189496	0.123189	0.101827	0.450871	0.104596	0.520956	1.165449	0
"hsa-mir-6803"	5.29311	1.646578	3.681105	3.239523	3.044403	3.271971	2.594261	0.465439	4.301653	2.012115	1.559303	2.272053	3.327787	3.566595	2.803425	0	0.99089	3.145808	2.529984	2.239368	1.951197	5.424452	2.143717	1.735937	3.21477	4.093634	3.258834	5.942043	11.483192	5.166552	3.161387	4.939343	3.466538	3.279755	4.371643	1.11713	2.486551	3.863015	2.400862	2.247795	2.830085	1.884196	4.005572	2.405442	3.621716	3.831107	2.568901	2.304111	6.019398	6.451778	4.218254	2.567577	7.632946	3.09891	3.829146	1.519295	4.648809	2.120156	4.909636	1.12062	1.743139	4.629472	3.11815	5.746023	2.106282	3.887222	2.778385	1.250691	3.27238	1.83869	2.900933	6.305785	3.334788	1.31034	2.955429	3.30943	2.881188	1.871029	4.993665	2.455845	1.769314	3.27373	5.583817	1.967656	1.581153	4.42872	3.117754	3.654762	3.325714	1.736867	3.163999	4.172448	3.816077	1.65459	3.50486	1.633493	1.662346	5.284439	4.099327	2.55819	2.833336	4.989501	3.90755	2.92869	2.735019	3.329853	3.293807
"hsa-mir-6804"	0	0	0	0	0.098207	0.152185	0	0	0.209837	0.100606	0	0	0	0	0	0	0	0.539281	0	0	0.12195	0.309969	0.357286	0	0.200923	0.080267	0	0	0	0	0	0	0.105047	0	0	0.101557	0.095637	0	0	0	0	0	0	0	0.472398	0	0	0.329159	0.139986	0	0	0	0	0.387364	1.126219	0	0	0	0	0.101875	0	0	0.461948	0	0.300897	0	0	0	0.163619	1.103214	0	0	0.068057	0	0	0	0	0	1.123575	0	0.265397	0	0.132948	0	0	0.255503	0	0.087018	0.289193	0	0	0	0	0	0	0.18848	0	0	0	0	0.123189	0.407306	0	0	0	0	0.102931
"hsa-mir-6805"	0.179427	0	0.108268	0.092558	0	0	0.399117	0	0.104918	0.201212	0	0	0.246503	0	0	0	0	0	0	0	0	2.634734	0.119095	0.946875	0.602769	0.080267	0	1.215418	0.332846	0	0.549806	0	0.31514	0	0.728607	0	0	0.183953	0	0.23253	0.083238	0	0	0.30068	0.157466	0	0	0.10972	0.139986	0	0	0	0.090868	0	0.450488	0.804333	0.332058	0.454319	0.526032	0	0.108946	0	0.115487	0	0.401197	0.345531	0.205806	0	0.818095	0	0	0.123643	0	0	0	0	0.180074	0	0	1.55106	0.353863	0.284672	0	0	0	0	0	0.261054	0	0	0	0.973571	0.286206	0	0	0	0.127873	0.317066	0	0.189496	0	0	0.15029	0	0	0	0
"hsa-mir-6806"	0.269141	0	0.216536	0	0	0	0.099779	0.23272	0	0.603635	0.292369	0	0.123251	0	0	0	0.330297	0.269641	0	0	0.12195	0.619937	0	0.315625	0	0	0	0.135046	0	0	0	0	0	0.48589	0.364304	0	0	0.367906	0.133381	0	0	0	0	0	0	0.078186	0.233536	0.219439	0	0	0	0	0	0	0.675732	0	0.166029	0.15144	0.087672	0	0	0.385789	0.577435	0	0.100299	0.172765	0.411613	0	0	0	0	0.494571	0.204171	0	0	0.183857	0	0	0	0	0.088466	0	0	0.231489	0	0	0.069283	0	0	0.315794	0.372235	0	0	0	0	0	0.127873	0	0.099984	0.094748	0.246377	0.101827	0	0.418384	0.130239	0.166493	0.205863
"hsa-mir-6807"	0	0	0.216536	0	0	0	0.199559	0	0	0	0	0	0	0.101903	0	0	0	0	0	0.172259	0	7.594232	0	0	0.200923	0.160535	0.162942	1.755604	0	0.129164	0	0	0.31514	0	0	0.203115	0	0	0	0	0	0.209355	0	0	0	0	0	0	0	0	0	0	0	0	0.675732	0	1.328231	1.211518	0	0.101875	0	0.077158	0.230974	0.733535	0.100299	0.086383	0.102903	0	0	0	0.116037	0	0	0	0.218921	0	0.090037	0	0	0	0	0	0.398844	0	0	0.170335	0	0.348073	0	0.157897	0	0	0.190804	0	0	0	0.255746	0.211378	0	0.094748	0	0	0	0	0	0	0.102931
"hsa-mir-6808"	0	0	0	0	0.098207	0	0	0	0	0	0	0	0	0.509514	0	0	0.110099	0	0	0	0	0	0	0	0	0	0	0	0	0.129164	0	0	0	0	0	0	0	0	0	0.465061	0	0	0	0	0	0	0	0	0	0	0	0.160474	0	0	0	0	0	0	0	0	0	0	0.230974	0	0	0	0.102903	0	0	0	0	0	0.068057	0	0	0	0	0	0	0	0	0.142336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127873	0	0	0	0.123189	0	0	0	0	0	0
"hsa-mir-6809"	0.179427	0	0.649607	0.092558	0.982066	0.152185	0.299338	0	0.524592	0.100606	0	0.3366	0.369754	0.713319	0.200245	0	0.330297	0	2.232339	1.033554	0.2439	0.619937	0.238191	0.157812	0	0.080267	1.140592	0.270093	0	0.516655	0.137452	0	1.155513	0.242945	0.971476	1.218687	0.191273	0	0	0.310041	0.416189	1.046776	1.335191	0	0.629864	0.156372	0.583841	3.730465	0.139986	0	0.878803	0.320947	2.635184	0.193682	0.225244	0.893703	0	0	0.613704	0.814996	0.87157	0.231474	0.115487	0	0	0.259148	0.308709	0	0.163619	0	0.116037	0.123643	0.612512	0	1.094603	0.183857	0.360148	0.440242	1.747783	0.387765	0.088466	0.142336	0.398844	0.231489	0.263526	0.936845	0	1.131236	0.289193	0.315794	0.372235	0.139082	0	1.240943	0.134802	0.062827	0.511491	0	0.799869	0	0.615943	0	0	0.418384	0.130239	0.998956	0.102931
"hsa-mir-6810"	2.332557	4.25366	1.515749	1.758598	1.374892	0.228277	0.698455	1.745398	1.573776	5.2315	0.487282	1.430552	2.341776	1.324735	1.802202	0	0.99089	0.988682	2.232339	0.516777	1.463398	2.324765	1.667335	0.789062	0.803692	0.321069	0.325883	0.675232	0.166423	0.645819	1.649419	0.529215	2.311026	0.607362	2.428691	1.320245	1.243275	0.367906	0.533525	2.015264	0.582664	0	2.336584	0.601361	0.472398	1.172788	0.467073	3.840184	0.419958	2.54161	1.054563	1.765209	3.089526	2.711546	3.153415	0.893703	1.992347	0.302879	3.945243	1.833741	1.307354	1.388842	1.385844	5.012488	3.811368	1.036592	0.411613	0.625345	0.818095	1.470952	1.160373	2.5965	0.680569	1.216744	1.313524	0.551572	0.180074	0.770424	1.872624	1.80957	0.176931	1.850369	3.190753	0.462978	0.131763	1.703354	0.069283	0.870181	1.301366	1.263176	1.302823	0.83449	0.286206	1.034119	1.078418	0.879573	0.255746	1.056888	1.099819	0.663234	0	1.731051	0.450871	0.52298	0.781434	0.499478	3.705533
"hsa-mir-6811"	0.448569	0	1.515749	0.277673	0	0	0.598676	2.327197	0	1.408481	0.097456	0.589051	0	0.713319	2.002447	0.638347	0.660594	0	0	0.172259	0.975599	1.08489	1.905526	1.420312	0.401846	0.401337	0.162942	0.810279	0	0.774983	0.549806	0	1.995886	0	0.607173	2.437375	1.721458	0	0.400144	3.100406	0.083238	0.41871	0	0	0	0.625487	0.350305	1.645793	0.139986	0	0.527282	5.456101	0.999552	1.162091	0.900976	0.268111	1.660289	0	0	1.833741	0.435785	0.771579	2.309741	1.222558	0.501496	2.159568	0	0.125069	0.163619	1.103214	0	0	2.518106	1.591127	0.985143	0	0.090037	0.660363	0.374525	1.421805	0.442329	0.569344	0.398844	0.925956	0.263526	0	0.969968	1.044218	1.15677	0	0.372235	0.695408	0.190804	0.068941	2.022035	0.816747	0.511491	0.211378	2.299622	0.284243	1.724639	1.018266	0.15029	0.104596	0	1.664927	1.441041
"hsa-mir-6812"	0	0	0.108268	0	0.098207	0	0	0.581799	0	0.100606	0	0	0	0	0	0.106391	0	0	0.148823	0	0	0.774922	0.238191	0.315625	0	0.481604	0	0.405139	0	0	0	0	0	0.364417	0.121435	0.304672	0	0	0	0	0	0	0	0	0.472398	0	0.116768	0	0	0	0	0	0.181737	0.193682	0.450488	0	0.166029	0	0.175344	0	0	0	0.115487	0	0	0	0	0.250138	0.163619	0	0.116037	0	0.204171	0	0	0.183857	0	0	0	0	0	0	0	0	0	0	0	0.087018	0.144596	0	0.372235	0	0	0	0.134802	0.125653	0.255746	0.422755	0	0	0.123189	0.407306	0	0	0	0.166493	0.617589
